,Area,Date,Unadjusted CPI Index
528,"Los Angeles-Long Beach-Anaheim, CA",2020-11-01,280.102
529,"New York-Newark-Jersey City, NY-NJ-PA",2020-11-01,283.291
530,"Atlanta-Sandy Springs-Roswell, GA",2020-11-01,
531,"Baltimore-Columbia-Towson, MD(6)",2020-11-01,
532,"Detroit-Warren-Dearborn, MI",2020-11-01,
533,"Houston-The Woodlands-Sugar Land, TX",2020-11-01,
534,"Miami-Fort Lauderdale-West Palm Beach, FL",2020-11-01,
535,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020-11-01,
536,"Phoenix-Mesa-Scottsdale, AZ(7)",2020-11-01,
537,"San Francisco-Oakland-Hayward, CA",2020-11-01,
538,"Seattle-Tacoma-Bellevue, WA",2020-11-01,
539,"St. Louis, MO-IL",2020-11-01,
540,Urban Alaska,2020-11-01,
541,"Boston-Cambridge-Newton, MA-NH",2020-11-01,284.622
542,"Dallas-Fort Worth-Arlington, TX",2020-11-01,239.544
543,"Denver-Aurora-Lakewood, CO",2020-11-01,271.837
544,"Minneapolis-St.Paul-Bloomington, MN-WI",2020-11-01,255.362
545,"Riverside-San Bernardino-Ontario, CA(4)",2020-11-01,108.626
546,"San Diego-Carlsbad, CA",2020-11-01,306.334
547,"Tampa-St. Petersburg-Clearwater, FL(8)",2020-11-01,236.989
548,Urban Hawaii,2020-11-01,286.872
549,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2020-11-01,268.7
550,U.S. city average,2020-12-01,260.474
551,Region and area size(2),2020-12-01,
552,Northeast,2020-12-01,274.225
553,Northeast - Size Class A,2020-12-01,278.054
554,Northeast - Size Class B/C(3),2020-12-01,161.044
555,New England(4),2020-12-01,105.101
556,Middle Atlantic(4),2020-12-01,105.181
557,Midwest,2020-12-01,241.453
558,Midwest - Size Class A,2020-12-01,242.358
559,Midwest - Size Class B/C(3),2020-12-01,154.261
560,East North Central(4),2020-12-01,104.479
561,West North Central(4),2020-12-01,105.307
562,South,2020-12-01,250.693
563,South - Size Class A,2020-12-01,255.035
564,South - Size Class B/C(3),2020-12-01,158.502
565,South Atlantic(4),2020-12-01,106.154
566,East South Central(4),2020-12-01,104.179
567,West South Central(4),2020-12-01,103.651
568,West,2020-12-01,276.593
569,West - Size Class A,2020-12-01,285.258
570,West - Size Class B/C(3),2020-12-01,160.84
571,Mountain(4),2020-12-01,107.489
572,Pacific(4),2020-12-01,107.471
573,Size classes,2020-12-01,
574,Size Class A(5),2020-12-01,240.307
575,Size Class B/C(3),2020-12-01,158.483
576,Selected local areas,2020-12-01,
577,"Chicago-Naperville-Elgin, IL-IN-WI",2020-12-01,244.235
578,"Los Angeles-Long Beach-Anaheim, CA",2020-12-01,279.56
579,"New York-Newark-Jersey City, NY-NJ-PA",2020-12-01,284.35
580,"Atlanta-Sandy Springs-Roswell, GA",2020-12-01,249.051
581,"Baltimore-Columbia-Towson, MD(6)",2020-12-01,261.535
582,"Detroit-Warren-Dearborn, MI",2020-12-01,239.089
583,"Houston-The Woodlands-Sugar Land, TX",2020-12-01,230.388
584,"Miami-Fort Lauderdale-West Palm Beach, FL",2020-12-01,273.774
585,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020-12-01,259.991
586,"Phoenix-Mesa-Scottsdale, AZ(7)",2020-12-01,145.66
587,"San Francisco-Oakland-Hayward, CA",2020-12-01,302.948
588,"Seattle-Tacoma-Bellevue, WA",2020-12-01,283.409
589,"St. Louis, MO-IL",2020-12-01,234.239
590,Urban Alaska,2020-12-01,227.259
591,"Boston-Cambridge-Newton, MA-NH",2020-12-01,
592,"Dallas-Fort Worth-Arlington, TX",2020-12-01,
593,"Denver-Aurora-Lakewood, CO",2020-12-01,
594,"Minneapolis-St.Paul-Bloomington, MN-WI",2020-12-01,
595,"Riverside-San Bernardino-Ontario, CA(4)",2020-12-01,
596,"San Diego-Carlsbad, CA",2020-12-01,
597,"Tampa-St. Petersburg-Clearwater, FL(8)",2020-12-01,
598,Urban Hawaii,2020-12-01,
599,"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2020-12-01,
